fid,extensao,consorcio,descricao_desvio,tipo_rota,shape_id,direcao,destino,servico,SHAPE__Length,tipo_dia
613,39200,Santa Cruz,,regular,kqcd,0,Praça da República,SV391,39200.525124448,U
614,58821,Santa Cruz,,regular,kqe4,1,Sepetiba,757,58821.0540633927,U
615,24397,Intersul,,regular,kqxr,1,Jacaré,474,24397.6676134405,U
616,36364,Santa Cruz,,regular,ks4m,1,Terminal Mato Alto,853,36364.7457329586,U
617,14065,MOBI-Rio,,frescao,kv8q,0,Terminal Gentileza,ESP01,14065.9796154129,U
618,26090,Internorte,,regular,l0et,1,Bancários,321,26090.5898994504,U
619,26124,Internorte,,regular,l1ko,0,Bonsucesso,SV908,26124.5957109277,U
620,23432,Internorte,,regular,l2s8,1,Penha,623,23432.5826081258,U
621,27899,Transcarioca,,regular,l447,1,Taquara,600,27899.3150233458,U
622,22238,Intersul,,regular,l6yr,1,Triagem,472,22238.1707566826,U
623,31737,Internorte,,regular,l8v6,1,Marechal Hermes,SN265,31737.628257622,U
624,33059,Internorte,,regular,labi,1,Fundão,485,33059.2789995248,U
625,76960,Santa Cruz,,frescao,lcnf,1,Santa Cruz,2335,76960.3956454703,U
626,22939,Intersul,,regular,ld39,1,Saens Peña,410,22939.0349887273,U
627,11618,MOBI-Rio,,brt,lfir,1,Penha,80,11618.4069986341,U
628,16101,Internorte,,regular,lfis,1,Inhaúma,627,16101.1933963058,U
629,16581,Internorte,,regular,lfjt,0,Saens Peña,627,16581.5461669138,U
630,15995,Santa Cruz,,regular,lg3u,1,Padre Miguel,791,15995.4423303027,U
631,31590,Transcarioca,,frescao,ll66,0,Castelo,2111,31590.9951247326,U
632,18611,Internorte,,regular,llxx,0,Terminal Madureira,779,18611.5398094743,U
633,33364,Transcarioca,,regular,lpl7,1,Taquara,338,33364.6553587174,U
634,26872,Internorte,,frescao,lr7l,0,Castelo,2343,26872.4278280403,U
635,30741,MOBI-Rio,,brt,lueg,0,Estação Salvador Allende,20,30741.0728119763,U
636,21486,MOBI-Rio,,brt,luyz,0,Terminal Jardim Oceânico,18,21486.057853559,U
637,26571,MOBI-Rio,,brt,lv1l,1,Terminal Fundão,42,26571.6510357597,U
638,13019,Intersul,,regular,lw11,0,Horto,416,13019.438165717,U
639,32757,Transcarioca,,regular,lw6k,0,Candelária,380,32757.4365570017,U
640,33133,Internorte,,regular,lyjg,0,Saens Peña,635,33133.3778562892,U
641,23034,Transcarioca,,regular,lzmk,0,Circular,651,23034.3442627282,U
642,52887,Transcarioca,,regular,m138,1,Piabas,554,52887.6652907137,U
643,25555,Transcarioca,,regular,m3ov,0,Circular,862,25555.8862324511,U
644,30165,Transcarioca,,regular,m7zt,0,Gávea,SN565,30165.5406356396,U
645,28411,Transcarioca,,regular,m9eb,1,Taquara,SN600,28411.0672025051,U
646,22359,Transcarioca,,regular,mcb6,0,Gávea,555,22359.3332420985,U
647,21165,Internorte,,regular,mcot,0,Castelo,239,21165.8692725558,U
648,13530,Transcarioca,,regular,md4r,0,Terminal Alvorada,SN880,13530.3377154662,U
649,21239,Transcarioca,,regular,mfed,0,Barra da Tijuca,SV878,21239.2063885067,U
650,25032,MOBI-Rio,,brt,mhki,1,Terminal Mato Alto,13,25032.7996998918,U
651,23956,Internorte,,regular,mi84,0,Maré,SN919,23956.4115401667,U
652,33771,Transcarioca,,regular,mir4,1,Vargem Grande,613,33771.4771107085,U
653,26452,Internorte,,regular,mirr,1,Bancários,326,26452.3674282437,U
654,17657,MOBI-Rio,,brt,mji6,1,Terminal Margaridas,73,17657.6188306015,U
655,25143,MOBI-Rio,,brt,mqyb,0,Terminal Alvorada,13,25143.228831633,U
656,17603,Santa Cruz,,regular,mr7m,1,Terminal Mato Alto,SN885,17603.472393164,U
657,14384,Santa Cruz,,regular,mrg9,1,Jesuítas,807,14384.587868753,U
658,33578,Santa Cruz,,regular,msiy,0,Cascadura,SN790,33578.5352893361,U
659,36608,Santa Cruz,,regular,mtwu,1,Terminal Mato Alto,SV853,36608.6979902161,U
660,23089,Santa Cruz,,regular,muj7,0,Terminal Deodoro,798,23089.0817605033,U
661,31581,Transcarioca,,regular,mvvp,0,Castelo,306,31581.6199241076,U
662,28043,Internorte,,regular,mwml,0,General Osório,484,28043.7297225591,U
663,10778,Intersul,,regular,mx00,0,Candelária,220,10778.8417323298,U
664,24016,Transcarioca,,regular,mxko,1,Terminal Taquara,881,24016.903533758,U
665,25707,Transcarioca,,regular,n2a4,0,Praça da República,371,25707.3684782787,U
666,12090,Internorte,,regular,n2lt,1,Ribeira,SP324,12090.5276572053,U
667,22385,Santa Cruz,,regular,n2uk,0,Madureira,SV777,22385.3131702868,U
668,58139,Transcarioca,,regular,n371,0,Metrô Botafogo,SN554,58139.9319604938,U
669,13857,Santa Cruz,,regular,n5hi,1,Sepetiba,870,13857.0836071571,U
670,20926,Internorte,,regular,n5yp,1,Penha,SN497,20926.5468780582,U
671,20913,Intersul,,regular,n6im,0,Cosme Velho,422,20913.8202730551,U
672,19784,MOBI-Rio,,brt,n6ku,1,Terminal Paulo da Portela,35,19784.3328336158,U
673,35972,Internorte,,regular,n76x,0,Castelo,378,35972.1141976129,U
674,16040,Transcarioca,,regular,n7a5,1,Madureira,774,16040.198433829,U
675,6177,MOBI-Rio,,brt,n7of,0,Jardim Oceânico,22,6177.46132459961,U
676,14107,Santa Cruz,,regular,n9x4,1,Catiri,764,14107.5129445826,U
677,12536,Intersul,,regular,nasu,0,Urca,107,12536.0194577413,U
678,25153,MOBI-Rio,,brt,nd3r,1,Terminal Deodoro,61,25153.4061114602,U
679,36371,Transcarioca,,regular,ndqy,0,Candelária,352,36371.1435760563,U
680,24796,Intersul,,regular,ngt0,0,Gávea,435,24796.3760324704,U
681,18609,Internorte,,regular,nh5h,1,Méier,688,18609.6153504528,U
682,21828,Transcarioca,,frescao,nh83,0,Metrô Del Castilho,2614,21828.8058379695,U
683,74716,Santa Cruz,,frescao,nige,1,Terminal Campo Grande,2338,74716.5859118147,U
684,19620,Intersul,,regular,no3u,1,Meier,275,19620.1590227124,U
685,18432,Santa Cruz,,regular,noc4,1,Terminal Campo Grande,864,18432.2475437813,U
686,25618,Intersul,,regular,np2t,1,Jacaré,SV474,25618.9616472661,U
687,33651,Internorte,,regular,npf6,1,Irajá,296,33651.0731123537,U
688,52707,Santa Cruz,,regular,nq9r,0,Candelária,SR397,52707.8389046979,U
689,29072,Internorte,,regular,ns9s,1,Pavuna,669,29072.2441065595,U
690,42006,Transcarioca,,regular,nyir,0,Candelária,343,42006.6638966141,U
691,13348,Internorte,,regular,o0gw,0,Terminal Fundão,SP324,13348.7038526158,U
692,31659,Internorte,,frescao,o0it,0,Castelo,2305,31659.8010969576,U
693,22145,Transcarioca,,regular,o0sw,0,Jardim América,LECD142,22145.1694604357,U
694,36321,Internorte,,regular,o19c,1,Pavuna,SN399,36321.9817916563,U
695,23464,MOBI-Rio,,brt,o3ss,0,Estação Salvador Allende,19,23464.4519607643,U
696,13523,Transcarioca,,regular,o43a,1,Tijuquinha,SPB550,13523.605208291,U
697,31493,Internorte,,regular,o56g,0,Castelo,349,31493.5169180028,U
698,70220,Santa Cruz,,frescao,o5oj,1,Cesarão,2303,70220.7623180861,U
699,6373,Intersul,,regular,o7sz,0,Cosme Velho,117,6373.72163012226,U
700,12332,Santa Cruz,,regular,o9oj,1,Cantagalo,845,12332.9119778996,U
701,34103,Internorte,,regular,ohhz,1,Honório Gurgel,SR362,34103.3786421647,U
702,78953,Santa Cruz,,frescao,ohix,1,Sepetiba,2383,78953.2197096766,U
703,39437,MOBI-Rio,,brt,oi19,0,Terminal Alvorada,11,39437.6398989026,U
704,24549,Santa Cruz,,regular,ojdq,0,Cascadura,SN794,24549.3315978447,U
705,16818,Santa Cruz,,regular,omtw,0,Terminal Deodoro,SP389,16818.3131581164,U
706,27675,Internorte,,regular,on6n,1,Irajá,350,27675.888425415,U
707,30164,Transcarioca,,regular,ooka,0,Gávea,565,30164.5170503286,U
708,21271,Transcarioca,,regular,op8l,1,Cascadura,785,21271.6527785522,U
709,39494,Internorte,,regular,or3g,0,Circular,621,39494.6252403035,U
710,19319,Internorte,,regular,oreq,1,Bonsucesso,SVB901,19319.389592457,U
711,26884,Internorte,,regular,oscy,1,Ribeira,325,26884.8285464408,U
712,35123,Transcarioca,,regular,owey,0,Cidade de Deus,691,35123.2143771746,U
713,19418,Internorte,,regular,owig,0,Méier,687,19418.6608076193,U
714,29811,Internorte,,regular,owpb,0,Castelo,296,29811.1533234825,U
715,41409,Internorte,,regular,oyun,0,Passeio,384,41409.2979428332,U
716,30354,Transcarioca,,regular,ozzj,0,Gávea,550,30354.3161609956,U
717,26243,Internorte,,regular,p500,0,General Osório,SPB483,26243.8604045153,U
718,21372,Santa Cruz,,regular,p9es,0,Cascadura,794,21372.3877299577,U
719,16170,Internorte,,regular,pbqn,0,Méier,679,16170.7886515513,U
720,6475,Intersul,,regular,pcm0,1,Paula Matos,LECD135,6475.19219422032,U
721,23314,Internorte,,regular,pcu3,0,Terminal Fundão,979,23314.6836841419,U
722,54852,Santa Cruz,,frescao,pdyo,1,Bangu,2804,54852.2779945131,U
723,11447,Intersul,,regular,pgdp,0,Candelária,210,11447.2518237188,U
724,60324,Santa Cruz,,regular,pi3q,0,Metrô Coelho Neto,757,60324.4872988138,U
725,15211,MOBI-Rio,,brt,pjdn,0,Madureira - Manacéia,42,15211.4942310377,U
726,34050,Internorte,,regular,plmb,1,Metrô Pavuna,LECD147,34050.8961153268,U
727,27330,Internorte,,regular,pp88,0,Candelária,324,27330.8043074178,U
728,30093,Internorte,,regular,pttw,0,Saens Peña,629,30093.6663972196,U
729,11122,MOBI-Rio,,brt,pxc0,0,Terminal Gentileza,80,11122.6906105818,U
730,17399,MOBI-Rio,,brt,pxw5,0,Terminal Gentileza,73,17399.0399826652,U
731,14702,Internorte,,regular,pxyb,0,Terminal Fundão,616,14702.4158643247,U
732,20256,Transcarioca,,regular,pzbe,0,Terminal Alvorada,881,20256.9935368568,U
733,8481,Internorte,,regular,pzn6,1,Bancários,SV921,8481.66747825709,U
734,7698,Internorte,,regular,pzsi,0,Ribeira,921,7698.53267711347,U
735,17514,MOBI-Rio,,brt,pzx5,0,Terminal Gentileza,70,17514.4625340747,U
736,23202,Santa Cruz,,regular,q3tw,0,Terminal Deodoro,796,23202.8748414249,U
737,67811,Santa Cruz,,frescao,q42g,0,Carioca,2309,67811.0855175131,U
738,32565,Transcarioca,,regular,q4sb,0,Rio Sul,552,32565.879488596,U
739,38991,Internorte,,regular,qd4x,0,Candelária,SR386,38991.9607595594,U
740,29412,Internorte,,regular,qe24,1,Fundão,486,29412.2955698556,U
741,35961,MOBI-Rio,,brt,qga2,1,Terminal Curral Falso,15,35961.0290808083,U
742,21237,Internorte,,regular,qhyb,0,Largo do Machado,498,21237.0295253396,U
743,74599,Santa Cruz,,frescao,qo22,1,Pedra de Guaratiba,2381,74599.958249116,U
744,24848,Intersul,,regular,qppd,0,Copacabana,SV474,24848.010228182,U
745,28802,Santa Cruz,,regular,qrd8,1,Campo Grande,771,28802.1673196149,U
746,20612,Transcarioca,,regular,qsdk,0,Rio Comprido,607,20612.7137819732,U
747,7635,Transcarioca,,regular,qtsf,0,Terminal Taquara,SV831,7635.39598578479,U
748,20811,Internorte,,regular,qtz4,1,Penha (Grotão),313,20811.3929490634,U
749,16772,Intersul,,regular,qu83,1,Rocinha,LECD138,16772.7749797676,U
750,24073,Internorte,,regular,quyt,0,Bonsucesso,928,24073.575954413,U
751,28234,Transcarioca,,regular,qyd7,1,Praça Seca,371,28234.1284620732,U
752,40827,Transcarioca,,regular,qz86,1,Riocentro,SN368,40827.5696289056,U
753,29029,MOBI-Rio,,brt,qzec,0,Terminal Alvorada,16,29029.4219957924,U
754,24349,Santa Cruz,,regular,r19s,0,Terminal Deodoro,788,24349.3239030593,U
755,30669,Transcarioca,,frescao,r2g7,0,Castelo,2112,30669.6730857066,U
756,29572,Santa Cruz,,regular,r2mn,0,Metrô Coelho Neto,771,29572.3398862651,U
757,21679,Internorte,,regular,r4m5,0,General Osório,SPA483,21679.3392237063,U
758,19003,Internorte,,regular,r51k,0,Terminal Fundão,975,19003.4204602399,U
759,40709,Internorte,,regular,r6y4,0,Passeio,SV384,40709.5934442274,U
760,19643,MOBI-Rio,,brt,r7qw,1,Terminal Madureira,41,19643.3832183201,U
761,20187,Internorte,,regular,r8oy,1,Olaria,625,20187.5760688472,U
762,27748,Transcarioca,,regular,r9cs,1,Vila Valqueire,SV363,27748.6426394739,U
763,27288,Transcarioca,,regular,raiu,0,Pontal,SN810,27288.9736262848,U
764,19725,MOBI-Rio,,brt,rdr3,1,Terminal Madureira,40,19725.2674003726,U
765,34269,Internorte,,regular,rdsw,0,Saens Peña,665,34269.7470424617,U
766,37637,Transcarioca,,regular,rfpb,0,Candelária,SN368,37637.4506902636,U
767,33322,Santa Cruz,,regular,rh14,0,Cascadura,SV790,33322.0283824449,U
768,24157,MOBI-Rio,,brt,ripf,1,Terminal Deodoro,51,24157.0274593468,U
769,16398,Internorte,,regular,rl3c,0,Terminal Sulacap,793,16398.1368636828,U
770,22548,Internorte,,regular,roju,1,Pavuna,920,22548.3332113175,U
771,19732,Internorte,,regular,rp0h,0,Praça Tiradentes,313,19732.2955135704,U
772,22590,MOBI-Rio,,brt,rr22,0,Terminal Recreio,51,22590.0257322084,U
773,38261,Internorte,,regular,rsza,1,Anchieta,SR386,38261.1118845364,U
774,17693,Internorte,,regular,rux8,1,Metrô Pavuna,SN779,17693.4393011609,U
775,25890,Transcarioca,,regular,s14y,0,Circular,652,25890.8702014975,U
776,22901,Internorte,,regular,s54t,0,Pavuna,688,22901.696753936,U
777,75824,Santa Cruz,,frescao,s6bw,1,Terminal Campo Grande,2338,75824.0638063164,U
778,8774,Santa Cruz,,regular,s7hi,0,Bangu,819,8774.6447861198,U
779,8060,Intersul,,regular,s7v5,0,Cosme Velho,165,8060.13942568708,U
780,11717,Santa Cruz,,regular,s888,1,Paciência,842,11717.6383902686,U
781,2709,Intersul,,regular,s8x3,1,Saens Peña,626,2709.8847817116,U
782,7325,Internorte,,regular,sapl,0,Nova América,628,7325.25916922149,U
783,26842,Intersul,,regular,sc8o,0,Terminal Gentileza,104,26842.1442008538,U
784,16851,MOBI-Rio,,regular,sgno,0,Curral Falso,28,16851.6624107171,U
785,40450,Santa Cruz,,regular,sjnn,0,Candelária,369,40450.492182131,U
786,16982,Santa Cruz,,regular,snbu,0,Cesarão,871,16982.4137849258,U
787,27691,Internorte,,regular,so3z,1,Abolição,457,27691.953051752,U
788,75677,Santa Cruz,,frescao,sqcl,0,Castelo,2335,75677.7367309467,D
789,36013,Transcarioca,,regular,srir,1,Terminal Gentileza,302,36013.2395081866,U
790,19291,Intersul,,regular,sw2e,1,Terminal Gentileza,169,19291.2000638373,U
791,13077,Santa Cruz,,regular,sz5w,0,Campo Grande,868,13077.9991991252,U
792,17381,Internorte,,regular,sz6e,0,Circular,LECD144,17381.1956688321,U
793,21528,Internorte,,regular,t10v,1,Penha,SN312,21528.6513596808,U
794,10554,Intersul,,regular,t1t4,1,Usina,220,10554.3264870016,U
795,22751,Intersul,,regular,t4p7,0,Gávea,LECD139,22751.6355482688,U
796,33345,Transcarioca,,regular,t5qp,1,Vila Valqueire,SN363,33345.750143962,U
797,13362,Intersul,,regular,t61v,0,São Conrado,448,13362.294594223,U
798,31743,Internorte,,regular,t9rs,1,Marechal Hermes,265,31743.8523542035,U
799,36281,MOBI-Rio,,brt,tbpx,0,Terminal Alvorada,15,36281.301618084,U
800,30431,Transcarioca,,regular,tbv0,1,Méier,691,30431.6881274466,U
801,33955,Santa Cruz,,regular,tc4u,0,Terminal Deodoro,855,33955.726403306,U
802,9493,Intersul,,regular,tdv7,1,Silvestre,007,9493.04913425376,U
803,16312,Transcarioca,,regular,tffm,1,Metrô Del Castilho,610,16312.9548168774,U
804,24026,Intersul,,regular,tggb,1,Usina,426,24026.1200583327,U
805,19889,Transcarioca,,regular,tgk4,0,Vargem Grande,SP810,19889.8613381736,U
806,20929,Internorte,,regular,thqu,1,Penha,497,20929.6561998084,U
807,11902,Transcarioca,,regular,tmtr,1,Terminal Deodoro,783,11902.4145032767,U
808,39843,Internorte,,regular,tmul,1,Pavuna,SV384,39843.4535429164,U
809,8262,Internorte,,regular,to6s,1,Bancários,921,8262.9601067975,U
810,29292,Transcarioca,,regular,toav,1,Vila Valqueire,363,29292.8531850416,U
811,54391,Santa Cruz,,regular,tolo,0,Candelária,SN397,54391.3681207058,U
812,4658,Intersul,,regular,tpq2,0,Metrô Saens Peña,608,4658.21611777146,U
813,24307,Internorte,,regular,tpyl,0,Candelária,277,24307.5060189615,U
814,35557,Internorte,,regular,trcm,0,Praça da Bandeira,624,35557.8125187806,U
815,18861,Internorte,,regular,ts8r,1,Metrô Pavuna,780,18861.0479320983,U
816,4822,Intersul,,regular,ttpq,1,Usina,603,4822.42445317316,U
817,10755,Intersul,,regular,twhu,1,Caju,210,10755.3494117268,U
818,10591,Transcarioca,,regular,twss,0,Tanque,932,10591.0986287912,U
819,30398,Internorte,,regular,txxp,0,General Osório,SN483,30398.6534038322,U
820,74060,Santa Cruz,,frescao,tz7w,0,Castelo,2381,74060.0933116543,U
821,28670,Internorte,,regular,tzpe,1,Pavuna,SV669,28670.4009417642,U
822,8657,Intersul,,regular,u0s0,1,Terminal Gentileza,165,8657.71427271254,U
823,32426,MOBI-Rio,,brt,u0sq,0,Terminal Recreio,14,32426.0092184038,U
824,26325,Transcarioca,,regular,u32c,0,Candelária,SN363,26325.7702079839,U
825,24304,Transcarioca,,regular,u35l,0,Madureira,940,24304.6716565086,U
826,33657,Internorte,,regular,u3rq,0,Castelo,298,33657.5243247117,U
827,32151,Internorte,,regular,u57a,0,Prado Júnior,492,32151.0001875364,U
828,24687,Internorte,,regular,u6d2,0,Méier,LECD140,24687.7129084109,U
829,28973,Santa Cruz,,regular,u9cp,0,Terminal Pingo D'Água,SN857,28973.2881497034,U
830,5636,Intersul,,regular,uckl,1,Grajaú,608,5636.3282484312,U
831,11291,Internorte,,regular,udda,1,Bancários,SPB326,11291.0927437849,U
832,26578,Internorte,,regular,udtw,0,Candelária,326,26578.0079453229,U
833,30324,Transcarioca,,regular,udwv,0,Gávea,SN550,30324.8174834071,U
834,21327,Internorte,,regular,ue02,1,Irajá,629,21327.3530534978,U
835,16099,Intersul,,regular,ugji,0,Leme,LECD138,16099.1863057666,U
836,7838,Intersul,,regular,uhal,0,Central do Brasil,LECD135,7838.45371716823,U
837,21239,Transcarioca,,regular,uhhm,0,Barra da Tijuca,SN878,21239.4466441872,U
838,28669,Internorte,,regular,uk1b,1,Jardim América,342,28669.7508430079,U
839,26148,Transcarioca,,regular,ule3,1,Terminal Tanque,SV878,26148.659183452,U
840,35998,Transcarioca,,regular,ulor,1,Terminal Gentileza,SN302,35998.5377449041,U
841,17630,Transcarioca,,regular,updj,1,Rio das Pedras,SN861,17630.6209477683,U
842,44824,Santa Cruz,,regular,uth8,0,Candelária,SN393,44824.4892615187,U
843,18696,Internorte,,regular,utu7,1,Tubiacanga,SV922,18696.8985268738,U
844,28031,Internorte,,regular,uu8v,0,Castelo,327,28031.1899473102,U
845,9487,Internorte,,regular,uueh,1,Penha,628,9487.95259926966,U
846,26279,Internorte,,regular,uuob,0,Bangu,799,26279.0024355629,U
847,23955,Santa Cruz,,regular,uuxm,0,Campo Grande,804,23955.2759538215,U
848,30363,Internorte,,regular,uxpb,1,Abolição,SN457,30363.1921786856,U
849,24638,Santa Cruz,,regular,uzfr,0,Circular,743,24638.2114893612,U
850,28849,Transcarioca,,regular,v1b9,1,Méier,SV692,28849.4323515424,U
851,37792,Internorte,,regular,v25v,1,Pavuna,SR399,37792.6530530505,U
852,38617,MOBI-Rio,,brt,v2bf,1,Estação Santa Cruz,10,38617.6548034012,U
853,19189,Internorte,,regular,v2mp,1,Olaria,312,19189.0848039544,U
854,26735,Internorte,,regular,v2xj,0,Candelária,329,26735.0795878274,U
855,26067,Santa Cruz,,regular,v3g0,1,Barra de Guaratiba,SV899,26067.0611118687,U
856,28895,Transcarioca,,regular,v5ag,0,Saens Peña,600,28895.3703512559,U
857,41246,Transcarioca,,regular,v86l,1,Recreio dos Bandeirantes,553,41246.3485577539,U
858,23578,Transcarioca,,regular,vajz,1,Merck,SN636,23578.4464069586,U
859,32402,Internorte,,regular,vb1g,0,Castelo,342,32402.7133390138,U
860,17814,Intersul,,regular,vb4w,0,General Osório,169,17814.3141171678,U
861,24854,Internorte,,regular,vc79,0,Bonsucesso,SN908,24854.0501561425,U
862,35890,Internorte,,regular,vdjk,1,Ribeira,SN324,35890.0221409367,U
863,29082,Transcarioca,,regular,vhcw,1,Praça Seca,306,29082.3578227577,U
864,24137,Santa Cruz,,regular,vhm4,0,Circular,741,24137.5061362137,U
865,38306,Internorte,,regular,vibz,1,Anchieta,386,38306.9852222611,U
866,22012,Internorte,,regular,vjqf,0,Candelária,311,22012.4249685093,U
867,29108,Internorte,,regular,vofu,1,Madureira,355,29108.0372737274,U
868,33478,Transcarioca,,frescao,voyc,1,Taquara,2112,33478.3314937616,U
869,21257,Internorte,,regular,vr31,0,Terminal Madureira,SN779,21257.7371064878,U
870,23903,Transcarioca,,frescao,vtie,0,Castelo,2114,23903.0028808281,U
871,32103,Transcarioca,,regular,vw93,1,Gardênia Azul,SN353,32103.9693234129,U
872,11369,Transcarioca,,regular,vy32,1,Terminal Alvorada,805,11369.1921084203,U
873,26417,Internorte,,regular,vz7o,1,Bonsucesso,901,26417.0804775663,U
874,18225,Internorte,,regular,w0m5,0,Carioca,249,18225.7186558402,U
875,9619,Santa Cruz,,regular,w20q,0,Circular,SN848,9619.7037014654,U
876,10862,Santa Cruz,,regular,w3e5,1,Carobinha,826,10862.5456755835,U
877,22083,Santa Cruz,,regular,w3md,1,São Fernando,SN840,22083.4703835905,U
878,9981,MOBI-Rio,,brt,w3rb,0,Terminal Gentileza,90,9981.25905948293,U
879,9695,Internorte,,regular,w4l8,0,Ribeira,SV921,9695.30030942692,U
880,32927,Internorte,,regular,w5i6,0,Candelária,SN324,32927.2607564768,U
881,56908,Transcarioca,,regular,w7yl,1,Piabas,SN554,56908.3863595359,U
882,74352,Santa Cruz,,frescao,w918,0,Castelo,2334,74352.1340342138,U
883,25233,Internorte,,frescao,w98c,0,Castelo,2344,25233.9547507364,U
884,26453,Transcarioca,,regular,wf1d,0,Candelária,363,26453.7295907017,U
885,32027,Transcarioca,,regular,wg7g,0,Terminal Gentileza,353,32027.9823893853,U
886,23519,MOBI-Rio,,regular,wh45,0,Terminal Deodoro,67,23519.3038023756,U
887,24749,Santa Cruz,,regular,wk5x,0,Terminal Campo Grande,SN884,24749.3540021565,U
888,21971,Internorte,,regular,wkn5,1,Terminal Deodoro,SN908,21971.3690377542,U
889,10614,Transcarioca,,regular,womw,1,Rio das Pedras,SN880,10614.5240277498,U
890,27074,Intersul,,regular,wpd1,1,Usina,415,27074.6121716171,U
891,26446,Internorte,,regular,wqyu,0,Copacabana,457,26446.5530831212,U
892,18902,Intersul,,regular,wrbl,1,Saens Peña,409,18902.3654532736,U
893,8906,Intersul,,regular,wu1v,1,Silvestre,006,8906.27897533491,U
894,27340,Internorte,,regular,wv6w,1,Bancários,329,27340.9881845084,U
895,13527,Internorte,,regular,wv94,0,Cascadura,721,13527.8131738857,U
896,29112,Internorte,,regular,wwp0,0,Castelo,323,29112.5200025607,U
897,27260,Internorte,,regular,wyq4,0,Engenho da Rainha,946,27260.2112553734,U
898,34012,Internorte,,regular,x0c0,1,Jardim América,639,34012.5499743276,U
899,27652,Internorte,,frescao,x0qr,0,Castelo,2342,27652.0217368266,U
900,30742,Internorte,,regular,x5m3,1,Rocha Miranda,711,30742.7238182838,U
901,7924,Transcarioca,,regular,xary,0,Terminal Taquara,865,7924.07548998985,U
902,29146,Internorte,,regular,xd0a,1,Metrô Pavuna,799,29146.0299431867,U
903,14018,MOBI-Rio,,brt,xh8z,0,Jardim Oceânico,50,14018.5092261865,U
904,18979,Internorte,,regular,xj7m,0,Saens Peña,SP635,18979.7224903553,U
905,29077,Transcarioca,,frescao,xk9c,1,Praça Seca,2111,29077.9295577494,U
906,28935,Transcarioca,,regular,xl90,0,Saens Peña,SN600,28935.8090735999,U
907,7649,Santa Cruz,,regular,xnca,0,Terminal Pingo D'Água,897,7649.14699203251,U
908,50446,Santa Cruz,,regular,xnjt,1,Terminal Campo Grande,SR397,50446.9520852794,U
909,27078,Internorte,,regular,xopn,1,Terminal Margaridas,LECD148,27078.6490779699,U
910,15742,Transcarioca,,regular,xqdu,0,Gávea,SPB550,15742.9674185577,U
911,10181,Transcarioca,,regular,xrka,1,Cascadura,712,10181.2398105303,U
912,2920,Transcarioca,,regular,xug4,0,Geremário Dantas,859,2920.46942144633,U
913,24721,Internorte,,regular,xux8,0,Fundão,663,24721.0608254065,U
914,20331,Internorte,,regular,y3kj,0,Bananal,SVB901,20331.2834320888,U
915,34146,Internorte,,regular,ya62,1,Honório Gurgel,362,34146.659593155,U
916,32297,Intersul,,regular,yfk2,1,Méier,SN474,32297.5242705375,U
917,24093,MOBI-Rio,,brt,yfz0,1,Vicente de Carvalho,31,24093.9825208343,U
918,21524,Transcarioca,,regular,ygz1,1,Rio das Pedras,555,21524.3077011175,U
919,24992,MOBI-Rio,,brt,yi6q,1,Terminal Mato Alto,25,24992.3821178591,U
920,8392,Santa Cruz,,regular,yiae,1,Terminal Campo Grande,834,8392.92825423858,U
921,26203,Santa Cruz,,regular,yjja,1,Sepetiba,SN884,26203.9356404435,U
922,11337,Santa Cruz,,regular,yni7,1,Campo Grande,841,11337.6667450978,U
923,19665,MOBI-Rio,,brt,ypaj,0,Terminal Recreio,41,19665.2336543219,U
924,25355,Santa Cruz,,regular,yq3s,1,Jabour,SN794,25355.1867703967,U
925,28998,Internorte,,regular,yq9b,0,Castelo,265,28998.0421359909,U
926,9091,Santa Cruz,,regular,yqse,0,Terminal Campo Grande,836,9091.62601217334,U
927,47084,Santa Cruz,,frescao,yr13,0,Candelária,2310,47084.2992171894,U
928,80243,Santa Cruz,,frescao,yszc,1,Santa Cruz,2337,80243.0258006828,U
929,29032,Internorte,,regular,yyzu,0,General Osório,485,29032.5060501463,U
930,22965,Intersul,,regular,z1hi,1,Grajaú,SN422,22965.5846085036,U
931,17620,Santa Cruz,,regular,z1vr,0,Bangu,812,17620.5012091296,U
932,31373,Santa Cruz,,regular,z4eg,0,Circular,872,31373.1389781989,U
933,15588,Internorte,,regular,z4mz,0,Terminal Deodoro,SP795,15588.9925876227,U
934,16805,Transcarioca,,regular,z6mq,1,Jardim América,775,16805.5552907286,U
935,34266,Internorte,,regular,z6z2,0,Praia do Dendê,SN696,34266.9198128583,U
936,26552,Intersul,,regular,z76o,0,Circular,461,26552.6213286364,U
937,26280,Intersul,,regular,za5f,1,São Conrado,SN104,26280.4500174754,U
938,11766,Internorte,,regular,zaiq,0,Terminal Fundão,SP329,11766.9034942845,U
939,25147,Intersul,,regular,zax1,0,Terminal Gentileza,LECD131,25147.9176440801,U
940,32607,Internorte,,regular,zb0m,1,Acari,298,32607.704985646,U
941,30826,Internorte,,regular,zbau,0,Praia do Dendê,696,30826.4140486325,U
942,22134,Internorte,,regular,zfaz,0,Engenho Novo,650,22134.5020260906,U
943,35339,Transcarioca,,regular,zi9f,0,Terminal Alvorada,SN302,35339.2119745112,U
944,69786,Santa Cruz,,regular,zjbd,1,Cesarão,SR388,69786.7575021352,U
945,25200,MOBI-Rio,,brt,zk7r,1,Terminal Deodoro,60,25200.2966009574,U
946,18518,Santa Cruz,,regular,zn9t,1,Largo do Mendanha,812,18518.1038288913,U
