fid,extensao,consorcio,descricao_desvio,tipo_rota,shape_id,direcao,destino,servico,SHAPE__Length,tipo_dia
304,12128,Santa Cruz,,regular,O0833AAA0AIDU02,0,Campo Grande,833,12128.1062500162,U
305,12127,Santa Cruz,,regular,O0833AAA0AVDU02,1,Conjunto Manguariba,833,12127.2431963483,U
306,9100,Santa Cruz,,regular,O0835AAA0AIDU01,0,Terminal Campo Grande,835,9100.56489609592,U
307,9647,Santa Cruz,,regular,O0835AAA0AVDU01,1,Largo do Correia,835,9647.52073227941,U
308,8520,Santa Cruz,,regular,O0837AAA0AIDU01,0,Conjunto da Marinha,837,8520.37772094964,U
309,13747,Santa Cruz,,regular,O0838AAA0AIDU01,1,Terminal Campo Grande,838,13747.0128566543,U
310,14404,Santa Cruz,,regular,O0838AAA0AVDU01,0,Terminal Magarça,838,14404.7150790445,U
311,12218,Santa Cruz,,regular,O0843AAA0AIDU01,0,Circular,843,12218.9680027806,U
312,6790,Transcarioca,,regular,O0844AAA0AVDU02,0,Circular,844,6790.76513884659,U
313,7515,Santa Cruz,,regular,O0846AAA0AIDU01,0,Terminal Campo Grande,SN846,7515.91378427382,U
314,7662,Santa Cruz,,regular,O0846AAA0AVDU01,1,Rio da Prata,SN846,7662.20754390799,U
315,7011,Santa Cruz,,regular,O0847AAA0AIDU01,0,Terminal Campo Grande,847,7011.41107456963,U
316,7188,Santa Cruz,,regular,O0847AAA0AVDU01,1,Rio da Prata,847,7188.39979817582,U
317,17829,Santa Cruz,,regular,O0849AAA0AIDU01,0,Campo Grande,849,17829.3664498721,U
318,18731,Santa Cruz,,regular,O0849AAA0AVDU01,1,Base Aérea de Santa Cruz,849,18731.4862771141,U
319,9559,Santa Cruz,,regular,O0850AAA0AIDU01,0,Campo Grande,850,9559.60064951102,U
320,8984,Santa Cruz,,regular,O0850AAA0AVDU01,1,Mendanha,850,8984.00531906189,U
321,17548,Santa Cruz,,regular,O0851AAA0AIDU01,0,Circular,851,17548.4660016816,U
322,40990,Santa Cruz,,regular,O0853AAA0AIDU01,1,Terminal Mato Alto,SN853,40990.8088349561,U
323,25698,Santa Cruz,,regular,O0854AAPAAIDU01,0,Ilha de Guaratiba,854,25698.7928302094,U
324,23088,Santa Cruz,,regular,O0854AAPAAVDU01,1,Terminal Campo Grande,854,23088.5307051007,U
325,19680,Transcarioca,,regular,O0861AAA0AIDU01,0,Curicica,861,19680.5113904706,U
326,17630,Transcarioca,,regular,O0861AAA0AVDU01,1,Rio das Pedras,861,17630.5479114967,U
327,11354,Santa Cruz,,regular,O0864AAA0AIDU01,0,Terminal Campo Grande,SP864,11354.8723563283,U
328,11243,Santa Cruz,,regular,O0864AAA0AVDU01,1,Bangu,SP864,11243.9487873343,U
329,7956,Transcarioca,,regular,O0865AAA0AVDU01,1,Pau da Fome,865,7956.80524954558,U
330,18341,Santa Cruz,,regular,O0866AAV0AIDU01,1,Terminal Campo Grande,SV866,18341.8842049825,U
331,6713,Santa Cruz,,regular,O0869AAA0AIDU01,0,Campo Grande,869,6713.76878618284,U
332,9067,Santa Cruz,,regular,O0869AAA0AVDU01,1,Santa Margarida,869,9067.48163162699,U
333,18632,Santa Cruz,,regular,O0871AAA0AVDU02,1,Terminal Pingo D'Água,871,18632.9910514579,U
334,13534,Transcarioca,,regular,O0880AAA0AIDU01,0,Terminal Alvorada,880,13534.2742192339,U
335,10619,Transcarioca,,regular,O0880AAA0AVDU01,1,Rio das Pedras,880,10619.0540879781,U
336,11073,Santa Cruz,,regular,O0892AAA0AIDU02,0,Circular,892,11073.501409606,U
337,12246,Santa Cruz,,regular,O0893AAA0AIDU01,0,Campo Grande,SN893,12246.9166770698,U
338,14125,Santa Cruz,,regular,O0893AAA0AVDU01,1,Jardim Palmares,SN893,14125.8607941498,U
339,13376,Santa Cruz,,regular,O0895AAA0AIDU01,0,Campo Grande,895,13376.7380420695,U
340,12811,Santa Cruz,,regular,O0895AAA0AVDU01,1,Serrinha,895,12811.4936199697,U
341,25950,Santa Cruz,,regular,O0896AAA0AIDU01,1,Terminal Campo Grande,SN857,25950.7180712639,U
342,13172,Santa Cruz,,regular,O0897AAA0AIDU01,0,Terminal Pingo D'Água,SN897,13172.0053985871,U
343,14318,Santa Cruz,,regular,O0897AAA0AVDU01,1,Santa Cruz,SN897,14318.3425418394,U
344,30262,Santa Cruz,,regular,O0898AAA0AIDU01,0,Campo Grande,SN898,30262.7464097671,U
345,32657,Santa Cruz,,regular,O0898AAA0AVDU01,1,Sepetiba,SN898,32657.8841335543,U
346,16214,Internorte,,regular,O0905AAA0AIDU01,0,Irajá,905,16214.3697475432,U
347,17446,Internorte,,regular,O0905AAA0AVDU01,1,Bonsucesso,905,17446.526659987,U
348,28958,Internorte,,regular,O0906AAA0AIDU02,0,Caju,906,28958.6875909059,U
349,23598,Internorte,,regular,O0906AAA0AVDU02,1,Jardim América,906,23598.4839759648,U
350,14704,Internorte,,regular,O0913AAA0AIDU02,0,Terminal Fundão,913,14704.087870714,U
351,9518,Internorte,,regular,O0913AAA0AVDU02,1,Metrô Del Castilho,913,9518.26712911849,U
352,14932,Internorte,,regular,O0915AAA0AIDU02,0,Aeroporto Internacional,915,14932.4496670224,U
353,14222,Internorte,,regular,O0915AAA0AVDU02,1,Bonsucesso,915,14222.2233367674,U
354,23924,Internorte,,regular,O0919AAA0AIDU02,0,Maré,919,23924.3518829991,U
355,21820,Internorte,,regular,O0919AAA0AVDU02,1,Pavuna,919,21820.3572635471,U
356,23007,Internorte,,regular,O0920AAA0AIDU01,0,Bonsucesso,920,23007.3747392569,U
357,9618,Internorte,,regular,O0922AAA0AIDU02,0,Terminal Fundão,922,9618.60643559853,U
358,10577,Internorte,,regular,O0922AAA0AVDU02,1,Tubiacanga,922,10577.4026608105,U
359,18263,Internorte,,regular,O0925AAA0AIDU02,1,Bancários,925,18263.8102912111,U
360,18915,Internorte,,regular,O0925AAA0AVDU02,0,Aeroporto Internacional,925,18915.6436255511,U
361,26730,Internorte,,regular,a0188f5b-68f4-4e19-872a-abace8c4344d,0,Irajá,910,26730.9269505805,U
362,19071,Intersul,,regular,a151138c-e2db-4638-93e3-f4bfb0bd6db9,0,Caju,209,19071.0561166107,U
363,19135,Santa Cruz,,regular,a1e1ffc2-5778-4ed9-bfcd-e6573b9de459,0,Taquara,803,19135.3191250425,U
364,9386,Intersul,,regular,a20e6a6d-a5d4-4ea1-8ab1-1da972ef6011,0,Terminal Gentileza,133,9386.65563299237,U
365,39599,Transcarioca,,regular,a2rb,1,Riocentro,348,39599.0543168864,U
366,31278,Transcarioca,,regular,a56f,1,Terminal Alvorada,552,31278.0544946353,U
367,28024,Transcarioca,,regular,a5yt,1,Terminal Tanque,SN565,28024.844112959,U
368,53058,Santa Cruz,,regular,a927,0,Candelária,397,53058.5746634015,U
369,54197,Santa Cruz,,frescao,ab43,1,Campo Grande,2336,54197.3181460855,U
370,27890,Internorte,,frescao,ac19,1,Bananal,2342,27890.9376083214,U
371,17943,Santa Cruz,,regular,afgt,0,Terminal Sulacap,864,17943.8922176565,U
372,15211,MOBI-Rio,,brt,alqu,0,Estação Madureira-Manacéia,42,15211.4942310377,U
373,13758,Transcarioca,,regular,am75,0,Madureira,SP766,13758.3012845013,U
374,26151,Transcarioca,,regular,amaf,1,Terminal Tanque,SN878,26151.0466024982,U
375,24779,Intersul,,regular,anga,0,Circular,585,24779.1949650682,U
376,24381,Intersul,,regular,ao0v,0,Circular,584,24381.6859096363,U
377,19669,Transcarioca,,regular,apd5,0,Curicica,SN861,19669.4645142258,U
378,35316,Transcarioca,,regular,apjr,0,Terminal Alvorada,302,35316.0666794301,U
379,16436,MOBI-Rio,,brt,aq7f,1,Terminal Campo Grande,17,16436.5294743763,U
380,20658,Transcarioca,,regular,arib,1,Terminal Taquara,SP810,20658.3163714052,U
381,34984,Internorte,,regular,aroe,0,Castelo,362,34984.0235102062,U
382,13032,Santa Cruz,,regular,atna,0,Circular,SN821,13032.4018340084,U
383,3951,Intersul,,regular,au9u,0,Metrô Saens Peña,603,3951.62182719425,U
384,22455,Santa Cruz,,regular,avb4,1,Capoeira Grande,856,22455.4013750586,U
385,30296,Transcarioca,,regular,awj6,0,Circular,SV863,30296.0758513608,U
386,32927,Internorte,,regular,axhq,0,Saens Peña,639,32927.5710247216,U
387,7315,Intersul,,regular,b119,0,Largo do Machado,507,7315.58896380533,U
388,28829,MOBI-Rio,,brt,b4ei,1,Estação Penha,46,28829.5161165885,U
389,24741,Santa Cruz,,regular,b4rv,0,Terminal Campo Grande,884,24741.5310757379,U
390,37325,Internorte,,regular,b6cr,1,Bananal,SN328,37325.5059649839,U
391,7503,Santa Cruz,,regular,b7c12a1c-a8af-4935-807d-afdd0b5a0664,0,Terminal Campo Grande,846,7503.8728033106,U
392,32139,Transcarioca,,regular,b90o,0,Central do Brasil,LECD137,32139.9779673539,U
393,24364,MOBI-Rio,,brt,baeg,1,Terminal Aroldo Melodia,42,24364.0750717326,U
394,17002,Transcarioca,,regular,bc94,1,Madureira,766,17002.1772354271,U
395,39327,Internorte,,regular,bemk,0,Candelária,386,39327.4776131067,U
396,29207,Transcarioca,,regular,bfne,0,Circular,987,29207.4364431863,U
397,30297,Internorte,,regular,bh49,0,General Osório,483,30297.9178613838,U
398,31862,Internorte,,regular,bjdi,1,Bancários,492,31862.1506146144,U
399,18490,Santa Cruz,,regular,bjzh,0,Santa Cruz,SN885,18490.6331113421,U
400,27098,Internorte,,regular,bkd5,1,Ribeira,327,27098.262046548,U
401,42918,Internorte,,regular,bmph,1,Mariópolis,SV624,42918.3124830838,U
402,34718,Internorte,,regular,bogg,1,Bananal,635,34718.1931541677,U
403,24985,Santa Cruz,,regular,bpq0,1,Campo Grande,796,24985.845794301,U
404,23983,Transcarioca,,regular,bry0,0,Metrô Del Castilho,SPA613,23983.7608328648,U
405,8863,Intersul,,regular,bvj2,0,Castelo,202,8863.44462156736,U
406,35252,Santa Cruz,,regular,bw4s,1,Campo Grande,790,35252.5018110368,U
407,11796,Internorte,,regular,by87,1,Vila Cruzeiro,721,11796.1361646665,U
408,11272,Intersul,,regular,byth,0,Central do Brasil,SN007,11272.4251649716,U
409,14722,MOBI-Rio,,frescao,bzfm,1,Galeão,ESP01,14722.7207173269,U
410,21683,Santa Cruz,,regular,c0ed6e59-3c16-40a6-a95a-9d755039f22a,1,Jabour,803,21683.1185290834,U
411,19136,Santa Cruz,,regular,c0nv,0,Taquara,SN803,19136.1253037556,U
412,34026,Internorte,,regular,c26k,0,Saens Peña,SVB665,34026.8027225003,U
413,25980,Intersul,,regular,c2bn,1,Grajaú,435,25980.0354850981,U
414,32117,Transcarioca,,regular,c2fn,1,Gardênia Azul,353,32117.1559219889,U
415,16137,Intersul,,regular,c2i8,0,Leblon,LECD134,16137.0840543099,U
416,57591,Transcarioca,,regular,c3ay,0,Rio Sul,554,57591.8093218282,U
417,40819,Santa Cruz,,regular,c3d7,0,Circular,866,40819.3715516659,U
418,29964,Santa Cruz,,regular,c6c4e29e-d25d-4f83-83ce-a048a89a2670,0,Marechal Hermes,731,29964.0172751053,U
419,18121,Transcarioca,,regular,c7e2,0,Freguesia,766,18121.5613923047,U
420,31100,Internorte,,regular,ca49,1,Penha,483,31100.2732769962,U
421,21696,Santa Cruz,,regular,ca605609-4f8c-4e75-a384-02baa71ff896,0,Campo Grande,840,21696.5537373,U
422,30093,Internorte,,regular,ca8d,0,Saens Peña,SN629,30093.934373409,U
423,23863,MOBI-Rio,,brt,cbdp,1,Terminal Aroldo Melodia,43,23863.4003080548,U
424,18972,Santa Cruz,,regular,cbyf,1,Vila Aliança,SP389,18972.3364489479,U
425,30693,Transcarioca,,regular,cces,0,Copacabana,557,30693.6315174342,U
426,28415,Santa Cruz,,regular,cf7771c4-322c-49d6-86ae-c72d6c0ea485,1,Campo Grande,731,28415.4590600106,U
427,41064,Internorte,,regular,ch59,0,Passeio,SR384,41064.761903964,U
428,36040,Santa Cruz,,regular,ci6k,0,Terminal Deodoro,SV853,36040.8620957408,U
429,50481,Santa Cruz,,regular,cjd2,1,Terminal Campo Grande,397,50481.565590429,U
430,15717,Intersul,,regular,ckvb,0,Leme,539,15717.7631545478,U
431,29602,Transcarioca,,regular,cnsa,1,Santa Maria,601,29602.5250370163,U
432,15549,Santa Cruz,,regular,coc0,1,Rio da Prata,820,15549.2980327893,U
433,10745,Santa Cruz,,regular,cr4i,1,Pedregoso,830,10745.3776454823,U
434,6286,MOBI-Rio,,brt,csy6,1,Terminal Alvorada,22,6286.59272978355,U
435,29087,Internorte,,frescao,cxe2,1,Jardim América,2305,29087.9636217354,U
436,23996,MOBI-Rio,,brt,czs8,0,Terminal Recreio,51,23996.4190189756,U
437,16566,Intersul,,regular,d0rh,1,Terminal Gentileza,167,16566.8773351086,U
438,14300,Santa Cruz,,regular,d2fm,0,Santa Cruz,870,14300.6417649124,U
439,39772,Santa Cruz,,regular,d4av,0,Terminal Deodoro,SN853,39772.0072353579,U
440,26896,Internorte,,regular,d5ql,0,Méier,SV669,26896.3755269341,U
441,19474,Transcarioca,,regular,d7ch,0,Barra da Tijuca,878,19474.5041799845,U
442,14186,Intersul,,regular,d8423ed2-8b8c-49e4-a290-7db38ca33705,1,Candelária,209,14186.2700244425,U
443,20856,Santa Cruz,,regular,davx,0,Terminal Pingo D'Água,SV866,20856.1536517351,U
444,24773,Internorte,,regular,dbod,1,Terminal Margaridas,LECD141,24773.9753882574,U
445,33625,Internorte,,regular,dcq8,0,Candelária,SN328,33625.7598341406,U
446,15445,Intersul,,regular,de59,0,Circular,518,15445.5628672417,U
447,15260,Transcarioca,,regular,dfa4e667-06fb-4d22-88e3-0a045f0e27a0,0,Downtown,900,15260.0477094866,U
448,16018,Intersul,,regular,dgfi,1,Central do Brasil,LECD134,16018.5670006014,U
449,22566,Santa Cruz,,regular,dgwb,0,Terminal Deodoro,765,22566.3963263566,U
450,19075,Internorte,,regular,dk5r,0,Candelária,312,19075.7579149562,U
451,30659,Transcarioca,,regular,dl64,0,Candelária,338,30659.8460312121,U
452,14968,Santa Cruz,,regular,domd,0,Terminal Deodoro,791,14968.20548083,U
453,20479,Transcarioca,,regular,dqe8,0,Circular,SP805,20479.0488599974,U
454,31616,Santa Cruz,,regular,ds73,1,Senador Camará,926,31616.1518953361,U
455,26528,Internorte,,frescao,dtsa,1,Ribeira,2343,26528.2214252035,U
456,22324,Internorte,,regular,dyi4,1,Pavuna,687,22324.4291109269,U
457,24002,MOBI-Rio,,regular,dyl3,1,Terminal Campo Grande,67,24002.1375337318,U
458,39786,Santa Cruz,,regular,e1rd,1,Padre Miguel,SV391,39786.4333865118,U
459,39468,MOBI-Rio,,brt,e4px,0,Terminal Alvorada,10,39468.0764126293,U
460,25260,MOBI-Rio,,brt,e59t,0,Terminal Gentileza,61,25260.7900536965,U
461,25200,MOBI-Rio,,brt,e636,1,Terminal Deodoro,60,25200.2966009574,U
462,22823,Internorte,,regular,e63q,0,Largo do Machado,SN497,22823.3016858766,U
463,32281,Santa Cruz,,regular,e9ed4c81-0e5d-4cea-850b-58621b3e49c0,1,Barra de Guaratiba,867,32281.9325795549,U
464,29664,Internorte,,regular,ebg7,0,Bonsucesso,917,29664.6607164044,U
465,39241,Internorte,,regular,ecoo,1,Pavuna,384,39241.7226819109,U
466,39437,MOBI-Rio,,brt,eeg0,0,Terminal Alvorada,11,39437.6398989026,U
467,78438,Santa Cruz,,frescao,efei,0,Carioca,2383,78438.0463255039,U
468,21588,Internorte,,regular,egs0,0,Candelária,254,21588.41746283,U
469,39453,Internorte,,regular,eh6x,0,Passeio,SR399,39453.1955365437,U
470,24949,Transcarioca,,regular,ejp3,0,Saens Peña,636,24949.7618520958,U
471,28518,Internorte,,regular,elhh,1,Pavuna,665,28518.0986724301,U
472,39796,Internorte,,regular,elnd,0,Passeio,SN399,39796.5904449263,U
473,17598,Santa Cruz,,regular,emux,1,Terminal Mato Alto,885,17598.8033301926,U
474,50182,Santa Cruz,,regular,eq95,1,Bangu,SN393,50182.1897227379,U
475,11017,Santa Cruz,,regular,erlf,0,Terminal Sulacap,SP803,11017.7615490866,U
476,28987,Internorte,,regular,esb3,1,Padre Miguel,917,28987.3494106116,U
477,9518,Internorte,,regular,esdd,1,Metrô Del Castilho,616,9518.37470915458,U
478,33584,Internorte,,regular,esfq,0,Saens Peña,LECD147,33584.8125548532,U
479,24856,Internorte,,regular,et6e,0,Bonsucesso,908,24856.0799769279,U
480,51691,Santa Cruz,,frescao,eteu,1,Campo Grande,2339,51691.2007762687,U
481,30388,MOBI-Rio,,brt,euhz,1,Estação Santa Cruz,20,30388.4989571367,U
482,39126,Internorte,,regular,evji,0,Circular,622,39126.5940626036,U
483,21892,MOBI-Rio,,brt,evqb,1,Terminal Paulo da Portela,35,21892.6656384282,U
484,21824,Transcarioca,,regular,ewfe,1,Metrô Del Castilho,614,21824.5619672222,U
485,22218,Transcarioca,,regular,ewxh,0,Recreio dos Bandeirantes,SN954,22218.7135773072,U
486,28084,Transcarioca,,regular,ex6i,0,Terminal Alvorada,693,28084.9758385971,U
487,33205,Santa Cruz,,regular,f112,0,Praça da República,SN383,33205.274119608,U
488,30262,Santa Cruz,,regular,f4a56dcd-12b5-4aff-a189-b76f7c59694e,0,Campo Grande,898,30262.9447932595,U
489,72033,Santa Cruz,,frescao,f57a,1,Campo Grande,2334,72033.719275833,U
490,24779,Internorte,,regular,f6jq,1,Terminal Margaridas,LECD140,24779.5803549866,U
491,45319,Santa Cruz,,regular,f72t,1,Bangu,393,45319.6794256652,U
492,26286,Intersul,,regular,f82p,1,São Conrado,104,26286.670046967,U
493,13342,Intersul,,regular,f922,0,Leme,LECD136,13342.1568486306,U
494,15433,Intersul,,regular,ffdt,0,Central,100,15433.8325739623,U
495,61131,Santa Cruz,,frescao,fgso,0,Carioca,2308,61131.8379060007,U
496,14574,Internorte,,regular,fjo2,0,Circular,LECD126,14574.6779035616,S
497,27872,Transcarioca,,regular,fknj,0,Candelária,341,27872.4687993504,U
498,43479,Transcarioca,,regular,fl98,0,Rio Sul,553,43479.7238201963,U
499,13502,Santa Cruz,,regular,fmqt,0,Terminal Deodoro,764,13502.8032301397,U
500,11277,Intersul,,regular,fn4w,0,Carioca,217,11277.0747123122,U
501,18908,Internorte,,regular,fnf4,1,Penha (IAPI),630,18908.4304952733,U
502,21584,Intersul,,regular,fpsr,0,Copacabana,474,21584.1213515553,U
503,35210,Santa Cruz,,regular,fptc,1,Terminal Magarça,855,35210.6433997142,U
504,55251,Santa Cruz,,frescao,frp1,1,Vila Kennedy,2803,55251.2687294578,U
505,21746,Intersul,,regular,fu85,0,Cosme Velho,SN422,21746.769808294,U
506,36936,Transcarioca,,regular,fu9d,0,Metrô Del Castilho,613,36936.4741871118,U
507,20545,Santa Cruz,,regular,fw7x,1,Campo Grande,SN825,20545.2426911495,U
508,21696,Santa Cruz,,regular,g24g,0,Campo Grande,SN840,21696.983870596,U
509,28029,Internorte,,regular,g3mz,0,Candelária,328,28029.559600646,U
510,22757,Transcarioca,,regular,g54y,0,Terminal Alvorada,614,22757.169481441,U
511,9410,Intersul,,regular,g621,0,Circular,513,9410.45805183008,U
512,18482,Santa Cruz,,regular,g6hc,0,Santa Cruz,885,18482.5271753985,U
513,28537,Internorte,,regular,g7s4,0,Praça Tiradentes,SN355,28537.9392630849,U
514,20806,Internorte,,regular,g91l,0,Castelo,292,20806.5376258625,U
515,29898,Santa Cruz,,regular,g9zs,0,Metrô Coelho Neto,770,29898.1128725338,U
516,69847,Santa Cruz,,regular,gaaz,1,Cesarão,388,69847.9809885098,U
517,79153,Santa Cruz,,frescao,gbda,0,Castelo,2337,79153.1715290669,U
518,75089,Santa Cruz,,frescao,gbqf,0,Castelo,2335,75089.3837923472,U
519,33829,Internorte,,regular,gctp,1,Acari,SN298,33829.3678878165,U
520,30181,Transcarioca,,regular,gdmu,0,Circular,863,30181.0101981423,U
521,25689,Transcarioca,,regular,gfi4,1,Méier,693,25689.3700276377,U
522,19136,MOBI-Rio,,brt,ggo7,0,Terminal Alvorada,53,19136.8348692568,U
523,9382,Intersul,,regular,gigd,0,Terminal Gentileza,SN133,9382.81501998087,U
524,19390,MOBI-Rio,,brt,gn0s,1,Terminal Sulacap,53,19390.6749179512,U
525,18907,Intersul,,regular,gnoq,0,Horto,409,18907.7685423408,U
526,23960,MOBI-Rio,,brt,gq0l,0,Terminal Alvorada,31,23960.2097122397,U
527,31682,MOBI-Rio,,brt,grp0,1,Terminal Pingo d'Água,12,31682.0298123054,U
528,16640,Internorte,,regular,gt43,0,Terminal Fundão,SV922,16640.0258604823,U
529,69063,Santa Cruz,,frescao,gwvf,1,Urucânia,2309,69063.4225233526,U
530,18864,Internorte,,regular,gzrt,0,Leblon,SP404,18864.1604590156,U
531,28537,Internorte,,regular,h1hq,0,Praça Tiradentes,355,28537.7597670801,U
532,31846,Internorte,,regular,h6f6,1,Pavuna,SVB665,31846.1133766821,U
533,23736,Internorte,,regular,h6yr,1,C. da Penha,498,23736.1267225679,U
534,21672,Santa Cruz,,regular,h8wb,1,Jabour,SN803,21672.298731407,U
535,12667,Internorte,,regular,h8ws,0,Cascadura,778,12667.2692170271,U
536,11122,MOBI-Rio,,brt,hca3,0,Terminal Gentileza,80,11122.6906105818,U
537,33057,Santa Cruz,,regular,hfpt,0,Marechal Hermes,SN731,33057.3008012098,U
538,21138,Internorte,,regular,hgai,1,Terminal Fundão,SP635,21138.6408073724,U
539,6286,MOBI-Rio,,brt,hj1m,1,Terminal Alvorada,22,6286.59272978355,U
540,11618,MOBI-Rio,,brt,hj4d,1,Penha,80,11618.4069986341,U
541,11920,Santa Cruz,,regular,hjpx,0,Terminal Campo Grande,845,11920.5778300163,U
542,30884,Santa Cruz,,regular,hlf7,0,Terminal Campo Grande,SN867,30884.0839211138,U
543,14737,Intersul,,regular,hq21,1,Metrô General Osório,100,14737.4392594956,U
544,24961,Transcarioca,,regular,hqu9,0,Saens Peña,SN636,24961.7890113862,U
545,42820,Internorte,,regular,hqyl,0,Praça da República,SN624,42820.2856643445,U
546,22050,Internorte,,regular,hrdf,0,Terminal Madureira,780,22050.8168961596,U
547,25008,Internorte,,regular,hsso,0,Copacabana,455,25008.9072884936,U
548,10898,Santa Cruz,,regular,ht7o,0,Cabuçu de Baixo,834,10898.2090632901,U
549,26583,Intersul,,regular,hz72,0,Circular,161,26583.0632462396,U
550,32479,Santa Cruz,,regular,i074,0,Cascadura,737,32479.2908600053,U
551,28245,Transcarioca,,regular,i145,1,Cidade de Deus,SN550,28245.0246490515,U
552,37095,Santa Cruz,,regular,i4pd,1,Campo Grande,SN790,37095.7689050513,U
553,25445,Transcarioca,,regular,i58u,0,Candelária,SV363,25445.0061736842,U
554,11299,Santa Cruz,,regular,i62m,0,Campo Grande,830,11299.172872076,U
555,9626,Internorte,,regular,i7ap,0,Terminal Margaridas,LECD143,9626.51139027939,U
556,31555,Internorte,,regular,i9c1,1,Penha,SN483,31555.150046228,U
557,17464,Transcarioca,,regular,i9sp,0,Jardim América,774,17464.2403756108,U
558,21072,Santa Cruz,,regular,iijt,0,Terminal Campo Grande,856,21072.4236118229,U
559,19421,Internorte,,regular,iird,0,Saens Peña,625,19421.3569486303,U
560,25104,MOBI-Rio,,brt,ik1c,1,Terminal Deodoro,52,25104.5055697628,U
561,38692,MOBI-Rio,,brt,iksw,1,Santa Cruz,11,38692.5696826267,U
562,25207,MOBI-Rio,,brt,ilq4,0,Terminal Gentileza,60,25207.5090042078,U
563,69582,Santa Cruz,,regular,imh1,0,Candelária,SR388,69582.1685368089,U
564,28467,Transcarioca,,regular,io9a,1,Riocentro,611,28467.924882037,U
565,30893,Santa Cruz,,regular,ioxb,0,Terminal Campo Grande,867,30893.7376437033,U
566,18123,Internorte,,regular,ip79,1,Grotão,679,18123.2005372409,U
567,74735,Santa Cruz,,frescao,iqhf,1,Terminal Campo Grande,2338,74735.5792695568,D
568,23786,Internorte,,regular,ir41,0,Saens Peña,638,23786.9232350702,U
569,52196,Santa Cruz,,frescao,is2i,0,Castelo,2339,52196.9765797821,U
570,39931,Internorte,,regular,itq7,0,Passeio,385,39931.6003721326,U
571,28223,Transcarioca,,regular,iu4f,1,Cidade de Deus,550,28223.6606905941,U
572,6177,MOBI-Rio,,brt,ivlc,0,Jardim Oceânico,22,6177.46132459961,U
573,22022,Intersul,,regular,iy3o,0,Jardim de Alah,426,22022.1641955422,U
574,15669,MOBI-Rio,,brt,iygd,0,Estação Santa Cruz,17,15669.9742856016,U
575,59778,Santa Cruz,,frescao,iyt3,1,Cosmos,2308,59778.4896815856,U
576,32266,Santa Cruz,,regular,iyw2,0,Cascadura,790,32266.558229606,U
577,14005,Internorte,,regular,j24j,1,Pavuna,778,14005.8238745199,U
578,2669,Transcarioca,,regular,j2yo,1,Covanca,859,2669.78772429738,U
579,25042,Internorte,,regular,j3td,0,Bananal,901,25042.7037966959,U
580,15501,Intersul,,regular,j5m2,1,Saens Peña,416,15501.0639768219,U
581,40032,Transcarioca,,regular,j7v9,1,Jardim Oceânico,343,40032.6001347044,U
582,56874,Santa Cruz,,frescao,je1l,0,Barra da Tijuca,2804,56874.9879757911,U
583,29669,Transcarioca,,frescao,je2j,1,Vila Valqueire,2345,29669.4306690889,U
584,25353,Internorte,,regular,jgyw,0,Méier,LECD141,25353.2515370989,U
585,25295,Intersul,,regular,jjcu,1,Saens Peña,LECD139,25295.4902663733,U
586,17141,Internorte,,regular,jk1l,1,Água Santa,249,17141.8614682924,U
587,15268,Internorte,,regular,jkzk,1,Terminal Deodoro,653,15268.5116931179,U
588,26537,Transcarioca,,regular,jlpm,0,Rocinha,SPA550,26537.6043765531,U
589,22778,Transcarioca,,frescao,jm5d,1,Terminal Alvorada,2614,22778.8204516012,U
590,21394,Intersul,,regular,jmn6,0,Caju,SN209,21394.7835589098,U
591,24539,Intersul,,regular,jmsv,0,Leblon,SN415,24539.3297318323,U
592,23981,Transcarioca,,frescao,juwh,0,Metrô Del Castilho,2613,23981.5134541672,U
593,32061,MOBI-Rio,,brt,jv6a,0,Terminal Alvorada,12,32061.5023017951,U
594,22728,Santa Cruz,,regular,jyu0,0,Jesuítas,SN825,22728.5033901079,U
595,27459,Transcarioca,,frescao,jz36,1,Gardênia Azul,2110,27459.7124052671,U
596,26832,Intersul,,regular,k5v8,0,Terminal Gentileza,SN104,26832.1629997565,U
597,27461,Santa Cruz,,regular,kb6o,0,Terminal Pingo D'Água,857,27461.1731159123,U
598,9091,Santa Cruz,,regular,kbaz,1,Paciência,897,9091.29096741112,U
599,12642,Internorte,,regular,kbnq,0,Terminal Fundão,SPB326,12642.0092147001,U
600,27199,Internorte,,regular,kco2,1,Ribeira,324,27199.816715862,U
601,18669,Transcarioca,,regular,kdrb,1,Madureira,LECD142,18669.9262326085,U
602,25375,MOBI-Rio,,brt,kf99,0,Terminal Alvorada,25,25375.9055718577,U
603,10326,Santa Cruz,,regular,kfj9,1,Rio da Prata,836,10326.9973022443,U
604,21976,Intersul,,regular,kh0u,1,São Conrado,LECD131,21976.3615503354,U
605,15972,Internorte,,regular,kh8i,1,Pavuna,793,15972.3036445267,U
606,25410,Internorte,,regular,kk11,0,Castelo,350,25410.0787169789,U
607,10233,Intersul,,regular,klcy,1,Usina,229,10233.934380534,U
608,31483,Transcarioca,,regular,knff,0,Terminal Alvorada,SV692,31483.9440500529,U
609,23039,Santa Cruz,,regular,kobu,1,Terminal Campo Grande,788,23039.6805244449,U
610,73025,Santa Cruz,,frescao,kotz,1,Campo Grande,2334,73025.3820653265,U
611,57741,Santa Cruz,,frescao,kq0s,0,Barra da Tijuca,2803,57741.133335934,U
612,22804,Internorte,,regular,kq4p,0,Largo do Machado,497,22804.8621437977,U
